Giá bán,Thành phố,Phường/Xã,Diện tích (m2),Loại hình,Giấy tờ pháp lý,Hướng,Chiều ngang (m),Chiều dài (m),Số phòng ngủ,Số phòng vệ sinh,Số tầng,Tình trạng nội thất
4 tỷ,Tp Hồ Chí Minh,Phường 9,21,"Nhà ngõ, hẻm",Đã có sổ,,3,7,2,2,2,
,,,,,,,,,,,,
"22,9 tỷ",Tp Hồ Chí Minh,Phường 4,142,Nhà biệt thự,Đã có sổ,,7,22,8,6,4,Nội thất đầy đủ
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"11,9 tỷ",Tp Hồ Chí Minh,Phường 9,82,"Nhà ngõ, hẻm",Đã có sổ,Đông Nam,4.7,17.5,5,5,2,Hoàn thiện cơ bản
,,,,,,,,,,,,
"2,8 tỷ",Đồng Nai,Phường Bửu Long,80,"Nhà ngõ, hẻm",Đã có sổ,,,,3,2,,
"2,45 tỷ",Tp Hồ Chí Minh,Phường 14,12,Nhà phố liền kề,Đã có sổ,,3,4,3,3,,
,,,,,,,,,,,,
7 tỷ,Hà Nội,Phường Kiến Hưng,35,"Nhà ngõ, hẻm",Đã có sổ,,,,4,5,5,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"9,15 tỷ",Đà Nẵng,Phường Khuê Trung,141,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,3,,2,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"8,6 tỷ",Tp Hồ Chí Minh,Phường Tân Quý,60,"Nhà ngõ, hẻm",Đã có sổ,,5,12,4,4,4,Nội thất cao cấp
,,,,,,,,,,,,
"8,7 tỷ",Tp Hồ Chí Minh,Phường 10,90.849,"Nhà ngõ, hẻm",Đã có sổ,,6.55,13.87,7,Nhiều hơn 6,3,Hoàn thiện cơ bản
,,,,,,,,,,,,
,,,,,,,,,,,,
"4,5 tỷ",Đà Nẵng,Phường Mân Thái,77,"Nhà ngõ, hẻm",Đã có sổ,Đông Nam,4.5,17,2,2,2,
,,,,,,,,,,,,
6 tỷ,Tp Hồ Chí Minh,Phường Bình Hưng Hoà A,80,"Nhà ngõ, hẻm",Đã có sổ,,4,20,2,,1,
"3,2 tỷ",Tp Hồ Chí Minh,Xã Tân Phú Trung,139,"Nhà ngõ, hẻm",Đã có sổ,,6.5,21,4,2,,
"6,999 tỷ",Tp Hồ Chí Minh,Phường 22,46,"Nhà ngõ, hẻm",Đã có sổ,,4,11.5,2,2,2,Nội thất đầy đủ
,,,,,,,,,,,,
7 tỷ,Hà Nội,Phường Việt Hưng,31,"Nhà ngõ, hẻm",Đã có sổ,Tây Nam,,,3,4,5,Nội thất cao cấp
"6,35 tỷ",Tp Hồ Chí Minh,Phường 11,68,"Nhà ngõ, hẻm",Đã có sổ,,,,4,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"1,38 tỷ",Tiền Giang,Xã Trung An,110.4,"Nhà ngõ, hẻm",Đã có sổ,Tây Nam,4.6,24,2,1,1,Hoàn thiện cơ bản
"4,79 tỷ",Tp Hồ Chí Minh,Phường Bình Hưng Hoà B,70,"Nhà ngõ, hẻm",Đã có sổ,Tây,5,13,3,3,2,Nội thất cao cấp
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"7,5 tỷ",Tp Hồ Chí Minh,Phường 8,49.5,"Nhà ngõ, hẻm",Đã có sổ,,4.25,12.1,4,3,4,
,,,,,,,,,,,,
"1,05 tỷ",Long An,Phường 4,58.8,"Nhà ngõ, hẻm",Đã có sổ,Đông Nam,4,15,2,1,1,Hoàn thiện cơ bản
,,,,,,,,,,,,
,,,,,,,,,,,,
"3,4 tỷ",Tp Hồ Chí Minh,Phường 17,22,"Nhà ngõ, hẻm",Đã có sổ,,4.5,6.2,2,,,
"3,9 tỷ",Tp Hồ Chí Minh,Xã Phú Xuân,96.4,"Nhà ngõ, hẻm",Đã có sổ,Đông Nam,5,19.2,2,1,1,Bàn giao thô
,,,,,,,,,,,,
"6,5 tỷ",Hà Nội,Thị trấn Văn Điển,44,"Nhà ngõ, hẻm",Đã có sổ,,3.8,,4,,4,Nội thất đầy đủ
"6,7 tỷ",Tp Hồ Chí Minh,Phường 8,56,"Nhà ngõ, hẻm",Đã có sổ,Bắc,3.88,14.52,3,3,2,Hoàn thiện cơ bản
"2,38 tỷ",Bình Dương,Phường Đông Hòa,50,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,,5,10,2,2,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"2,39 tỷ",Tp Hồ Chí Minh,Phường 8,25,"Nhà ngõ, hẻm",Đã có sổ,,,,2,,,
3 tỷ,Bình Dương,Phường Tương Bình Hiệp,135,"Nhà mặt phố, mặt tiền",Đã có sổ,Tây Bắc,4.5,30,4,5,3,Nội thất đầy đủ
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"4,46 tỷ",Tp Hồ Chí Minh,Phường An Phú Đông,53,"Nhà ngõ, hẻm",Đã có sổ,,4,13,2,2,,Nội thất đầy đủ
"2,3 tỷ",Tp Hồ Chí Minh,Phường Tân Thuận Đông,32,"Nhà ngõ, hẻm",Giấy tờ viết tay,,4,8,3,2,2,Nội thất đầy đủ
,,,,,,,,,,,,
,,,,,,,,,,,,
"5,15 tỷ",Tp Hồ Chí Minh,Phường Tân Kiểng,58,"Nhà ngõ, hẻm",Đã có sổ,Tây,,,2,,,Bàn giao thô
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"4,158 tỷ",Khánh Hòa,Xã Vĩnh Phương,578,"Nhà ngõ, hẻm",Đã có sổ,Đông Nam,20,28.24,6,4,,
"3,35 tỷ",Tp Hồ Chí Minh,Xã Xuân Thới Thượng,48,"Nhà ngõ, hẻm",Đã có sổ,Đông Nam,4,12,2,2,1,Nội thất đầy đủ
325 triệu,Tp Hồ Chí Minh,Xã Xuân Thới Thượng,20,"Nhà ngõ, hẻm",Đã có sổ,,4,5,2,2,,
,,,,,,,,,,,,
,,,,,,,,,,,,
7 tỷ,Tp Hồ Chí Minh,Phường Đa Kao,30,"Nhà ngõ, hẻm",Đã có sổ,,3.1,10,2,2,,
6 tỷ,Tp Hồ Chí Minh,Phường 12,60,"Nhà ngõ, hẻm",Đã có sổ,,4,15,5,5,5,Nội thất đầy đủ
,,,,,,,,,,,,
,,,,,,,,,,,,
"6,75 tỷ",Tp Hồ Chí Minh,Phường Bình Hưng Hòa,66,"Nhà ngõ, hẻm",Đã có sổ,,5,13,5,4,4,
5 tỷ,Tp Hồ Chí Minh,Phường 12,60,"Nhà ngõ, hẻm",Đã có sổ,,4.5,13.5,3,2,3,
"2,95 tỷ",Tp Hồ Chí Minh,Phường Bình Trị Đông B,19,"Nhà ngõ, hẻm",Đã có sổ,,5,4,2,2,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"3,9 tỷ",Tp Hồ Chí Minh,Phường Bình Trị Đông,48,"Nhà ngõ, hẻm",Đã có sổ,Bắc,4,12,3,2,2,Nội thất đầy đủ
,,,,,,,,,,,,
,,,,,,,,,,,,
"7,99 tỷ",Tp Hồ Chí Minh,Phường 12,60,"Nhà ngõ, hẻm",Đã có sổ,,4.6,13,4,4,4,Nội thất đầy đủ
,,,,,,,,,,,,
,,,,,,,,,,,,
"3,45 tỷ",Tp Hồ Chí Minh,Phường 17,30,"Nhà ngõ, hẻm",Đã có sổ,,3.3,9,2,2,2,Nội thất đầy đủ
"2,585 tỷ",Bình Dương,Phường Lái Thiêu,48,"Nhà ngõ, hẻm",Đã có sổ,,8,6,3,2,,Hoàn thiện cơ bản
,,,,,,,,,,,,
850 triệu,Tp Hồ Chí Minh,Xã Xuân Thới Sơn,56,"Nhà mặt phố, mặt tiền",Đã có sổ,,4,14,2,,,
"6,99 tỷ",Tp Hồ Chí Minh,Thị trấn Nhà Bè,64,"Nhà mặt phố, mặt tiền",Đã có sổ,Đông Nam,4,16,4,3,3,Nội thất đầy đủ
,,,,,,,,,,,,
"7,95 tỷ",Tp Hồ Chí Minh,Phường Tân Chánh Hiệp,64,"Nhà ngõ, hẻm",Đã có sổ,,4,16,4,6,4,Nội thất cao cấp
"4,348 tỷ",Tp Hồ Chí Minh,Phường 14,22,"Nhà ngõ, hẻm",Đã có sổ,,5,4.5,3,3,3,Nội thất cao cấp
,,,,,,,,,,,,
"5,3 tỷ",Tp Hồ Chí Minh,Phường Bình Hưng Hoà A,42,"Nhà ngõ, hẻm",Đã có sổ,,4,10.2,3,3,4,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"3,6 tỷ",Tp Hồ Chí Minh,Phường Bình Trị Đông,24,"Nhà ngõ, hẻm",Đã có sổ,,3,8,3,3,2,Hoàn thiện cơ bản
5 tỷ,Tp Hồ Chí Minh,Phường Tân Thới Nhất,100,"Nhà ngõ, hẻm",Đã có sổ,Đông,5,20,2,2,,Hoàn thiện cơ bản
"6,48 tỷ",Tp Hồ Chí Minh,Phường Tân Thới Hiệp,47,"Nhà mặt phố, mặt tiền",Đã có sổ,Bắc,4,12,4,5,5,Nội thất đầy đủ
"3,85 tỷ",Tp Hồ Chí Minh,Phường Hiệp Thành,40,"Nhà ngõ, hẻm",Đã có sổ,,4,10,2,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"7,4 tỷ",Tp Hồ Chí Minh,Phường 8,54,"Nhà ngõ, hẻm",Đã có sổ,Tây Bắc,4,13.5,2,3,2,Hoàn thiện cơ bản
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
25 tỷ,Hà Nội,Phường Đồng Tâm,55,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,5,,,
8 tỷ,Tp Hồ Chí Minh,Phường Tân Quý,60,"Nhà ngõ, hẻm",Đã có sổ,Nam,4,15,5,5,5,Nội thất đầy đủ
"6,45 tỷ",Tp Hồ Chí Minh,Phường Phú Thuận,60,"Nhà ngõ, hẻm",Đã có sổ,,4,15,6,6,3,
,,,,,,,,,,,,
"5,45 tỷ",Tp Hồ Chí Minh,Phường 5,20,"Nhà ngõ, hẻm",Đã có sổ,,,,3,2,2,
,,,,,,,,,,,,
,,,,,,,,,,,,
39 tỷ,Lâm Đồng,Phường 2,147,"Nhà mặt phố, mặt tiền",Đã có sổ,,8.7,20,2,2,3,Bàn giao thô
,,,,,,,,,,,,
"3,5 tỷ",Tp Hồ Chí Minh,Phường 11,19,"Nhà ngõ, hẻm",Đã có sổ,,,,2,,,
,,,,,,,,,,,,
12 tỷ,Tp Hồ Chí Minh,Phường 14,80,"Nhà mặt phố, mặt tiền",Đã có sổ,Tây Nam,4,20,5,6,4,Nội thất cao cấp
,,,,,,,,,,,,
"9,8 tỷ",Hà Nội,Phường Phú Đô,40,"Nhà ngõ, hẻm",Đã có sổ,,,,6,4,,
,,,,,,,,,,,,
"3,65 tỷ",Tp Hồ Chí Minh,Phường 14,41,"Nhà ngõ, hẻm",Đã có sổ,,3.5,15,2,2,2,Hoàn thiện cơ bản
"2,3 tỷ",Tp Hồ Chí Minh,Phường Phú Mỹ,27,"Nhà ngõ, hẻm",Đã có sổ,,3,9,2,1,1,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"7,2 tỷ",Tp Hồ Chí Minh,Phường 6,40,"Nhà ngõ, hẻm",Đã có sổ,,3.5,12,4,5,4,Nội thất đầy đủ
"7,35 tỷ",Tp Hồ Chí Minh,Phường 4,85,"Nhà ngõ, hẻm",Đã có sổ,,5,17,3,,3,Nội thất đầy đủ
"13,9 tỷ",Tp Hồ Chí Minh,Phường 16,180,"Nhà ngõ, hẻm",Đã có sổ,,,,3,,,
"13,9 tỷ",Tp Hồ Chí Minh,Phường 15,159,"Nhà ngõ, hẻm",Đã có sổ,,,,4,,,
"2,3 tỷ",Tp Hồ Chí Minh,Phường 3,15,"Nhà ngõ, hẻm",Đã có sổ,,3,5,2,1,,
,,,,,,,,,,,,
"7,2 tỷ",Tp Hồ Chí Minh,Phường 8,54,"Nhà ngõ, hẻm",Đã có sổ,,3.9,14,4,,3,
,,,,,,,,,,,,
"2,1 tỷ",Tp Hồ Chí Minh,Phường Phú Mỹ,147,"Nhà mặt phố, mặt tiền",Sổ chung / công chứng vi bằng,,12,12,2,1,,Hoàn thiện cơ bản
"3,85 tỷ",Tp Hồ Chí Minh,Xã Phước Thạnh,455,Nhà biệt thự,Đã có sổ,,10,45,3,3,,Hoàn thiện cơ bản
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"6,3 tỷ",Tp Hồ Chí Minh,Phường Bình Trị Đông A,64,Nhà phố liền kề,Đã có sổ,,4,16,5,6,,
"8,88 tỷ",Tp Hồ Chí Minh,Phường Phú Thọ Hòa,56,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,3,,,
"5,8 tỷ",Tp Hồ Chí Minh,Phường Thạnh Xuân,50,"Nhà ngõ, hẻm",Đã có sổ,,4,13,3,4,2,
"7,2 tỷ",Tp Hồ Chí Minh,Phường Tân Định,57,"Nhà ngõ, hẻm",Đã có sổ,,4,14.25,3,3,3,Nội thất đầy đủ
"8,45 tỷ",Hà Nội,Phường Ngọc Hà,37,"Nhà ngõ, hẻm",Đã có sổ,,,,4,4,4,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"6,7 tỷ",Tp Hồ Chí Minh,Phường 15,100,"Nhà ngõ, hẻm",Đã có sổ,,,,3,,,
"15,6 tỷ",Hà Nội,Phường Tương Mai,45,"Nhà ngõ, hẻm",Đã có sổ,,,,3,,,
"6,3 tỷ",Tp Hồ Chí Minh,Phường Thạnh Lộc,100,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,2,,1,
"8,9 tỷ",Tp Hồ Chí Minh,Phường 1,45,"Nhà ngõ, hẻm",Đã có sổ,,3,15,4,4,4,Nội thất cao cấp
,,,,,,,,,,,,
"4,75 tỷ",Tp Hồ Chí Minh,Phường Tăng Nhơn Phú B (Quận 9 cũ),56,"Nhà ngõ, hẻm",Đã có sổ,,5.2,12.9,2,1,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"6,2 tỷ",Tp Hồ Chí Minh,Phường Tân Quý,60,"Nhà ngõ, hẻm",Đã có sổ,,4,15,4,4,3,Nội thất cao cấp
"6,5 tỷ",Tp Hồ Chí Minh,Phường Tân Chánh Hiệp,98.8,"Nhà ngõ, hẻm",Đã có sổ,,5.2,19,4,5,4,Nội thất cao cấp
"8,8 tỷ",Tp Hồ Chí Minh,Phường 6,54,"Nhà mặt phố, mặt tiền",Đã có sổ,,4,13.5,2,2,2,
7 tỷ,Tp Hồ Chí Minh,Phường Bình Trị Đông,54.6,"Nhà ngõ, hẻm",Đã có sổ,Đông,4.2,13,5,5,3,Nội thất đầy đủ
"6,39 tỷ",Tp Hồ Chí Minh,Phường 16,65,Nhà phố liền kề,Đã có sổ,,4.5,12,4,5,4,Nội thất đầy đủ
,,,,,,,,,,,,
,,,,,,,,,,,,
"10,6 tỷ",Tp Hồ Chí Minh,Phường 10,47,"Nhà ngõ, hẻm",Đã có sổ,,3.7,15,5,4,4,Nội thất cao cấp
,,,,,,,,,,,,
"7,5 tỷ",Đà Nẵng,Phường Thọ Quang,85,"Nhà ngõ, hẻm",Đã có sổ,Đông Bắc,5,17,4,3,3,Hoàn thiện cơ bản
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"5,5 tỷ",Tp Hồ Chí Minh,Phường Hòa Thạnh,60,"Nhà ngõ, hẻm",Đã có sổ,,3.8,17,3,2,2,
,,,,,,,,,,,,
"4,2 tỷ",Tp Hồ Chí Minh,Xã Vĩnh Lộc A,80,"Nhà mặt phố, mặt tiền",Đã có sổ,,4,20,2,2,1,Nội thất đầy đủ
"5,6 tỷ",Bình Dương,Phường Bình An,60,"Nhà mặt phố, mặt tiền",Đã có sổ,,5,12,3,4,,
"5,7 tỷ",Bình Dương,Phường Phú Hòa,165,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,4,4,3,Nội thất cao cấp
,,,,,,,,,,,,
"2,06 tỷ",Tp Hồ Chí Minh,Phường 6,31,"Nhà ngõ, hẻm",Giấy tờ viết tay,Đông Bắc,3.5,9,2,1,1,Hoàn thiện cơ bản
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"7,6 tỷ",Tp Hồ Chí Minh,Phường Phước Bình (Quận 9 cũ),95,"Nhà ngõ, hẻm",Đã có sổ,,5.3,18,4,4,2,Nội thất đầy đủ
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"6,85 tỷ",Tp Hồ Chí Minh,Phường Tân Quý,77,"Nhà ngõ, hẻm",Đã có sổ,Tây,4.1,19,3,2,2,Hoàn thiện cơ bản
,,,,,,,,,,,,
"6,5 tỷ",Tp Hồ Chí Minh,Phường Linh Xuân (Quận Thủ Đức cũ),58,Nhà phố liền kề,Đã có sổ,Tây Bắc,4,14,4,3,4,Nội thất đầy đủ
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"8,2 tỷ",Tp Hồ Chí Minh,Phường 13,68,"Nhà mặt phố, mặt tiền",Đã có sổ,Đông,5,14.5,1,2,2,
,,,,,,,,,,,,
"7,1 tỷ",Tp Hồ Chí Minh,Phường Hiệp Bình Phước (Quận Thủ Đức cũ),60,"Nhà ngõ, hẻm",Đã có sổ,,4,15,4,3,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"2,89 tỷ",Tp Hồ Chí Minh,Phường Phú Mỹ,52,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,Đông,4,13,3,2,2,Nội thất đầy đủ
,,,,,,,,,,,,
23 tỷ,Tp Hồ Chí Minh,Phường 11,135,"Nhà mặt phố, mặt tiền",Đã có sổ,,6,23,5,5,,
,,,,,,,,,,,,
"17,5 tỷ",Tp Hồ Chí Minh,Phường 1,120,"Nhà ngõ, hẻm",Đã có sổ,,8,14,8,,,
"14,3 tỷ",Tp Hồ Chí Minh,Phường 13,98,"Nhà ngõ, hẻm",Đã có sổ,,4.6,22,6,6,2,
"5,45 tỷ",Tp Hồ Chí Minh,Phường 8,38,"Nhà ngõ, hẻm",Đã có sổ,,4,9.5,4,3,3,Hoàn thiện cơ bản
,,,,,,,,,,,,
"12,5 tỷ",Bình Thuận,Xã Phong Nẫm,817,"Nhà mặt phố, mặt tiền",Đã có sổ,,15.5,60,10,Nhiều hơn 6,2,Hoàn thiện cơ bản
"6,5 tỷ",Tp Hồ Chí Minh,Phường 5,52.6,"Nhà ngõ, hẻm",Đã có sổ,,4.1,10.34,2,2,,
30 tỷ,Hà Nội,Phường Nghĩa Đô,80,"Nhà ngõ, hẻm",Đã có sổ,,,,5,,,
"1,8 tỷ",Tp Hồ Chí Minh,Phường 13,10,"Nhà ngõ, hẻm",Đã có sổ,,,,2,2,,
"4,96 tỷ",Tp Hồ Chí Minh,Phường An Phú Đông,50.3,Nhà phố liền kề,Đã có sổ,,5,11,4,3,3,
"6,9 tỷ",Tp Hồ Chí Minh,Phường 12,61,"Nhà mặt phố, mặt tiền",Đã có sổ,,3.5,15,3,,,
3 tỷ,Bình Dương,Phường Bình Nhâm,205,"Nhà mặt phố, mặt tiền",Đã có sổ,,4.5,45.5,2,1,1,
"24,5 tỷ",Tp Hồ Chí Minh,Phường Bình Trị Đông B,190,Nhà biệt thự,Đã có sổ,,10,19,4,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"1,18 tỷ",Đà Nẵng,Phường An Khê,36,"Nhà ngõ, hẻm",Giấy tờ viết tay,,4,9,2,1,2,Hoàn thiện cơ bản
"3,55 tỷ",Tp Hồ Chí Minh,Phường Trường Thạnh (Quận 9 cũ),56,"Nhà mặt phố, mặt tiền",Đã có sổ,,4,16,2,1,1,
,,,,,,,,,,,,
,,,,,,,,,,,,
"6,58 tỷ",Tp Hồ Chí Minh,Phường 12,63.5,"Nhà ngõ, hẻm",Đã có sổ,,5,12.7,4,3,3,Nội thất cao cấp
,,,,,,,,,,,,
"5,2 tỷ",Hà Nội,Phường Vĩnh Hưng,30,"Nhà ngõ, hẻm",Đã có sổ,,,,3,4,,Nội thất đầy đủ
"6,25 tỷ",Tp Hồ Chí Minh,Phường Tân Kiểng,30,"Nhà mặt phố, mặt tiền",Đã có sổ,,3,10,2,2,2,
,,,,,,,,,,,,
"5,2 tỷ",Đà Nẵng,Phường Hòa Cường Bắc,67,"Nhà ngõ, hẻm",Đã có sổ,Đông Nam,,,3,,2,
"6,35 tỷ",Tp Hồ Chí Minh,Phường 7,49,"Nhà ngõ, hẻm",Đã có sổ,,,,3,,2,
"4,68 tỷ",Tp Hồ Chí Minh,Phường Tân Thới Hiệp,46,"Nhà ngõ, hẻm",Đã có sổ,Đông Nam,4,12,3,2,2,Nội thất đầy đủ
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"8,6 tỷ",Bình Dương,Phường An Phú,215,"Nhà mặt phố, mặt tiền",Đã có sổ,Tây,5,43,10,6,,
"5,5 tỷ",Tp Hồ Chí Minh,Phường 2,45,"Nhà ngõ, hẻm",Đã có sổ,Đông,4.5,10,4,3,3,
"9,5 tỷ",Đà Nẵng,Phường Mỹ An,95,"Nhà ngõ, hẻm",Đang chờ sổ,,,,2,,,
,,,,,,,,,,,,
"5,199 tỷ",Tp Hồ Chí Minh,Phường 16,56,"Nhà ngõ, hẻm",Đã có sổ,Đông Nam,8,7,3,3,1,Hoàn thiện cơ bản
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"5,3 tỷ",Tp Hồ Chí Minh,Phường 15,33,"Nhà ngõ, hẻm",Đã có sổ,,,,3,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
8 tỷ,Hà Nội,Phường Kim Mã,45,"Nhà ngõ, hẻm",Đã có sổ,,,,4,5,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"5,1 tỷ",Tp Hồ Chí Minh,Phường Bình Hưng Hòa,60,"Nhà ngõ, hẻm",Đã có sổ,,4,14,3,3,3,
"4,999 tỷ",Tp Hồ Chí Minh,Phường Tây Thạnh,52,"Nhà ngõ, hẻm",Đã có sổ,,4,13,2,2,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"1,65 tỷ",Tp Hồ Chí Minh,Phường 14,25,"Nhà ngõ, hẻm",Đang chờ sổ,,5,5,2,2,2,Nội thất đầy đủ
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"8,49 tỷ",Tp Hồ Chí Minh,Phường 9,60,"Nhà ngõ, hẻm",Đã có sổ,,6,10,4,,,
,,,,,,,,,,,,
"2,1 tỷ",Tp Hồ Chí Minh,Phường 11,27,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,,3,9,1,2,2,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"4,68 tỷ",Tp Hồ Chí Minh,Phường Tân Chánh Hiệp,60,"Nhà ngõ, hẻm",Đã có sổ,Tây Bắc,4,15,3,2,2,Hoàn thiện cơ bản
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"3,65 tỷ",Tp Hồ Chí Minh,Phường Tân Thới Nhất,75,"Nhà ngõ, hẻm",Đã có sổ,Nam,4.4,18,2,1,1,Nội thất cao cấp
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"4,15 tỷ",Tp Hồ Chí Minh,Phường Bình Trị Đông,48,"Nhà ngõ, hẻm",Đã có sổ,,4,12,3,3,2,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
19 tỷ,Hà Nội,Phường Cổ Nhuế 2,65,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,3,,,
"6,51 tỷ",Tp Hồ Chí Minh,Phường 7,48.6,"Nhà ngõ, hẻm",Đã có sổ,,4,12.3,4,5,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"6,4 tỷ",Tp Hồ Chí Minh,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),58,"Nhà ngõ, hẻm",Đã có sổ,,4,15,4,4,4,Nội thất đầy đủ
"5,55 tỷ",Tp Hồ Chí Minh,Phường Bình Trị Đông,56,"Nhà ngõ, hẻm",Đã có sổ,,4,14,3,3,2,Nội thất đầy đủ
,,,,,,,,,,,,
"5,79 tỷ",Tp Hồ Chí Minh,Phường Tây Thạnh,56,"Nhà ngõ, hẻm",Đã có sổ,,,,3,2,,Nội thất cao cấp
"6,79 tỷ",Tp Hồ Chí Minh,Thị trấn Nhà Bè,55,Nhà phố liền kề,Đã có sổ,,5,11,4,4,4,Nội thất cao cấp
6 tỷ,Tp Hồ Chí Minh,Phường Nguyễn Cư Trinh,26,"Nhà ngõ, hẻm",Đã có sổ,,,,1,2,2,
"1,68 tỷ",Tp Hồ Chí Minh,Thị trấn Nhà Bè,42,"Nhà mặt phố, mặt tiền",Sổ chung / công chứng vi bằng,,4.2,10,2,2,1,Nội thất cao cấp
,,,,,,,,,,,,
"3,9 tỷ",Bình Dương,Phường Đông Hòa,76,"Nhà ngõ, hẻm",Đã có sổ,,4,19,3,2,,
"6,95 tỷ",Tp Hồ Chí Minh,Phường Bình Trị Đông,64,"Nhà ngõ, hẻm",Đã có sổ,,4,16,4,5,4,Nội thất cao cấp
7 tỷ,Tp Hồ Chí Minh,Phường 16,104.6,"Nhà mặt phố, mặt tiền",Đã có sổ,,6.8,15,3,3,,
